GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,29NIG,53261,09/03/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,BBC Monitoring Service,Four more are killed during ongoing fighting between ethnic groups in Osun State.,4
475,30NIG,53262,11/03/1997,1997,1,Battle-Government regains territory,Military Forces of Nigeria (1993-1999),,1,RUF: Revolutionary United Front,,2,12,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,3,NPWJ  p.525,,0
475,31NIG,53263,12/03/1997,1997,1,Violence against civilians,Unidentified Ethnic Militia (Nigeria),,4,Civilians (International),,7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,Agence France Presse,"Twenty foreigners - 1 American, 3 Britons, 16 Frenchmen - held by tribesmen who took over an oil platform off the Nigerian coast near the town of Warri",0
475,32NIG,53264,14/03/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),Police Forces of Nigeria (1993-1999),1,Civilians (Nigeria),Institute for Human Rights and Humanitarian Law,7,17,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Radio Kudirat Nigeria,"Police and security officials allegedly raided the offices of the Institute for Human Rights and Humanitarian Law based in Port Harcourt, seizing documents and detaining the organization's secretary",0
475,33NIG,53266,15/03/1997,1997,1,Violence against civilians,Rioters (Nigeria),,5,Civilians (Nigeria),,7,57,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,One woman was shot and killed and several were injured during youth protests related to Nigeria's municipal elections,1
475,34NIG,53265,15/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,3,Agence France Presse,Three people died in violence related to Nigeria's municipal elections in Rivers State,3
475,35NIG,53267,16/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The New York Times,Police shoot tear gas into a group of 2000 rioters who claimed election officials of vote fraud.,0
475,36NIG,53268,16/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,The New York Times,"Rioting students calling for the release of Moshood Abiola, jailed opposition leader, storm a polling station at a university.",0
475,37NIG,53269,22/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,"Attackers injure six staff members of the Royal/Dutch Shell corporation and hold 127 for ransom. """,0
475,39NIG,53270,23/03/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1993-1999),Military Forces of Nigeria (1993-1999),1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,The Guardian,"A group of armed robbers kill two members of """"Operation Sweep"""" combined anti-crime task force of the navy police and soldiers.""",2
475,38NIG,53271,23/03/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),Itsekiri Ethnic Militia (Nigeria),4,Civilians (Nigeria),,7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,Angered that their tribes must relocate their local government headquarters the Ijaw and Itserki take nearly 100 Royal Dutch/Shell workers hostage.,0
475,40NIG,53272,25/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Attackers seriously hurt three more workers.,0
475,41NIG,53273,26/03/1997,1997,2,Battle-No change of territory,Urhobo Ethnic Militia (Nigeria),,4,Ijaw Ethnic Militia (Nigeria),,4,44,Nigeria,Anambra,Anambra East,,Asaba,6.18333,6.75000,3,Daily Times,"At least 19 people were killed in a dispute over oil-wells between Gbaregolo, part of the Urhobo community, and Esanma, who belong to the Ijaw ethnic group",19
475,43NIG,53274,26/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,This Day (Nigeria),Three dead and about 390000 barrels per day (bpd) of crude oil is feared to be of risk because of protests in the Midwestern town of Warri over relocation of a local government headquarters.,3
475,42NIG,53275,26/03/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Three Ijaw militants were killed as they rioted against civilians and oil companies in the area.,3
475,44NIG,53276,28/03/1997,1997,2,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Sporadic rioting over the period of a week leaves three Ijaw tribesmen dead as they and Itserki militia raided each others homes and businesses.,3
475,45NIG,53277,03/04/1997,1997,1,Riots/Protests,Rioters (Nigeria),DPN: Democratic Party of Nigeria,5,Rioters (Nigeria),CNC: Congress for National Consensus Party,5,55,Nigeria,Lagos,Amuwo-Odofin,,Ibese,6.41022,3.25636,1,Daily Times,Four people were killed and 29 declared missing when fighting broke out between supporters of rival political parties involved in re-run local polls,4
475,46NIG,53278,04/04/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Itsekiri Ethnic Group (Nigeria),7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,The Guardian,Several people were killed when an Itsekiri village was lit on fire overnight in southern Nigeria's oil-rich Niger delta,10
475,47NIG,53279,08/04/1997,1997,1,Riots/Protests,Protesters (Nigeria),Itsekiri Ethnic Group (Nigeria),6,,,0,60,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,The Vanguard,hundreds of itesekiri women and youths embarked on a peaceful demonstration against the suspension of the newly elected chairman of warrsouth local government council,0
475,48NIG,53280,09/04/1997,1997,1,Battle-No change of territory,Gindiri Ethnic Militia (Nigeria),,4,Panyam Communal Militia (Nigeria),,4,44,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,3,The Guardian; The Daily Times,"the Panyams and the Gindiris clashed in the village of Changai over the nomination of a new village chief. Eight people died, several were wounded and several homes burned down.",8
475,49NIG,53281,10/04/1997,1997,1,Battle-No change of territory,Berom Ethnic Militia (Nigeria),,4,Hausa Ethnic Militia (Nigeria),,4,44,Nigeria,Katsina,Malumfashi,,Gero,11.95136,7.65200,1,Reuters News,Fifteen are killed and nearly seventy injured in a clash between the Beroms and Hausa immigrants when the Beroms discover a dead body of a kinsman and assume the Hausa are responsible.,15
475,50NIG,53282,16/04/1997,1997,2,Violence against civilians,Itsekiri Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Ijaw Ethnic Group (Nigeria),7,47,Nigeria,Delta,Okpe,,Ikpokpogri,5.68128,5.74147,3,Agence France Presse; Radio Kudirat Nigeria,the Ijaw accused Itsekiris of killing 44 people in a raid on a coastal Ijaw village (reported on Thursday),44
475,51NIG,53283,17/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,"Clashes broke out after an Itsekiri leader's son was found murdered. Itsekiri and Ijaw exchanged fire and a police post, Warri's main market and several vehicles were burnt down. At least 2 were killed",2
475,52NIG,53284,18/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Ikpokpo Communal Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five more are killed as ethnic fighting continues.,5
475,53NIG,53285,20/04/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Militant youths attack an oil company boat on a river and kidnap the Captain.,0
475,54NIG,53286,21/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Eight die in a clash between Ijaw and Itsekiri as violence in Warri continues over a movement of a government headquarters in region.,8
475,55NIG,53287,21/04/1997,1997,1,Riots/Protests,Protesters (Nigeria),Dockworkers (Nigeria),6,,,0,60,Nigeria,Rivers,Bonny,,Bonny,4.45220,7.16808,1,Agence France Presse,"dockworkers at Loaders for Ocean Inchape Ltd., a private British firm contracted to shell, went on strike to demand severance pay totalling 10 years' worth of wages, but finally settled for one year's pay after 2 days",0
475,56NIG,53289,22/04/1997,1997,1,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Ijaw Ethnic Militia (Nigeria),,4,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse; Xinhua News,Nigerian Troops were deployed to restore order in Warri,0
475,57NIG,53290,22/04/1997,1997,1,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Itsekiri Ethnic Militia (Nigeria),,4,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse; Xinhua News,Nigerian Troops were deployed to restore order in Warri,0
475,58NIG,53288,22/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five die in continuing clashes between Ijaw and Itsekiri militias.,5
475,59NIG,53291,23/04/1997,1997,2,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Police Forces of Nigeria (1993-1999),,1,11,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,The Guardian,a police officer was killed and several others were wounded during a recent ethnic clash between soldiers and policemen in kano,1
475,60NIG,53292,24/04/1997,1997,1,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Lagos,Ojo,,Ojo,6.45382,3.20585,1,African Independent Television,Lagos State University (LASU) has been closed temporarily following clashes between campus cults during the Miss LASU contest in which two students were killed and about a dozen others injured,2
475,61NIG,53293,25/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri North,,Koko,6.00109,5.46754,1,Reuters News,Five killed as Warri violence spreads to a nearby village.,5
475,62NIG,53294,26/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five more killed during Warri violence between warring communities.,5
475,63NIG,53295,28/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri North,,Ebrohimi,5.88315,5.17498,1,Agence France Presse,a second itsekiri villages was torched during renewed interethnic fighting,0
475,64NIG,53296,28/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,Agence France Presse,At least five people were killed and an itsekiri village torched during renewed interethnic fighting,5
475,65NIG,53297,03/05/1997,1997,1,Violence against civilians,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Kwara,Ilorin East,,Illorin,8.50000,4.55000,1,Reuters News,Two suspects awaiting trial were killed in prison via torture by police.,2
475,66NIG,53298,04/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,A police officer dies when he is stampeded in a soccer riot.,1
475,67NIG,53299,06/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The Guardian,"Four people have been killed in riots after an arson attack which razed a large part of the Onitsha market, the biggest market in Nigeria. Police opened fire and used teargas in battles with the rioters",4
475,69NIG,53300,07/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Several are injured when unknown men detonate a bomb near a military truck in Lagos.,0
475,68NIG,53301,07/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The Guardian,"A child was killed in riots after an arson attack which razed a large part of the Onitsha market, the biggest market in Nigeria",1
475,70NIG,53302,08/05/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Two are killed in fighting between Ijaws and Itsekiri tribes over land.,2
475,71NIG,53303,10/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Bayelsa,Nembe,,Bassambiri,4.53333,6.41667,2,This Day (Nigeria),"Youths from Ogbo-Lombiri village rioted against villagers in Bassambiri, targetting Shell to gain attention, and forcing oil wells to briefly shut down",0
475,72NIG,53304,12/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),Police Forces of Nigeria (1993-1999),1,13,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,The Daily Times,A bomb blast in Ibadan injures two soldiers and one police officer.,0
475,73NIG,53305,15/05/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,2,The Guardian,"Gunmen shot and killed a former minister in the eastern Enugu state, Charles Nnachetam and stole his luxury car.",1
475,74NIG,53306,16/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,Reuters News; Associated Press Worldstream,Six are killed when a militant group detonates a bomb at a mosque.,6
475,75NIG,53307,31/05/1997,1997,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Udawa Ethnic Militia (Nigeria),,4,44,Nigeria,Gombe,Gombe,,Gombe,10.28969,11.16729,2,Reuters News,Twenty three people died in two days of clashes between cattle hearers fighting over grazing land in northeastern Nigeria.,0
475,76NIG,53308,10/06/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Delta,Burutu,,Burutu,5.35091,5.50759,1,BBC Monitoring Service,A naval amphibious battalion attacks a Delta State village killing five in a revenge operation sparked by a recent kidnapping.,5
475,77NIG,53309,15/06/1997,1997,2,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Nineteen are dead in an ethnic clash set of by the arresting of a man alleged to have been harassing people in Warri. Included in the damage are 18 houses burnt.,19
475,78NIG,53310,16/06/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,Xinhua News,"civil servants in kaduna state went on an indefinite strike over non-payment of promised allowances for medical, transport, and accomodation",0
475,79NIG,53311,18/06/1997,1997,2,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,NTA TV,"A war between two campus cults fighting over a girl left 2 dead at the polytechnic, Ibadan",2
475,80NIG,53312,24/06/1997,1997,1,Battle-No change of territory,Campus Cult Militia,Black Axe Student Militia,3,Campus Cult Militia,The Eiye Confraternity,3,33,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Agence France Presse,eight students were brutalised over a gossip magazine in a violent clash between rival secret campus cults at the University of Benin,0
475,81NIG,53313,24/06/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,The Guardian,A large group of youths protest in the streets of Kano due to an extreme fuel shortage.,0
475,82NIG,53314,28/06/1997,1997,1,Battle-No change of territory,Campus Cult Militia,Black Axe Student Militia,3,Campus Cult Militia,The Eiye Confraternity,3,33,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Agence France Presse,Five students were killed in a violent clash between rival secret campus cults at the University of Benin,5
475,83NIG,53315,01/07/1997,1997,1,Remote violence,Nigerian Liberation Organization Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,News Agency of Nigeria (NAN),The Nigerian Liberation Organization a militant group explodes a bomb near an army barracks killing two civilians.,2
475,84NIG,53316,02/07/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,3,Reuters News,Five soldiers are killed when they confront a group involved in illegal lumber activities.,5
475,85NIG,53317,04/07/1997,1997,1,Battle-No change of territory,Panyam Communal Militia (Nigeria),,4,Changai Communal Militia (Nigeria),,4,44,Nigeria,Plateau,Bokkos,,Bokkos,9.30000,9.00000,2,Reuters News,Eight die in a clash between two neighboring communities over the installation of a new leader.,8
475,86NIG,53318,06/07/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,BBC Monitoring Service,"An armed group fighting amongst itself over a female student kills a bystander.""",1
475,87NIG,53319,08/07/1997,1997,1,Remote violence,NADECO: National Democratic Coalition Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Reuters News,"A bomb set by NADECO detonated in Port Harcourt killing a young boy and injured two others. """,1
